SKU;Ürün Adı;Marka;Model;Kategori;Fiyat TL (KDV dahil);İşlev Grubu;Kullanım Yeri;Uygun Olduğu Sistemler;Açıklama
AHK813;AYARLI HORTUM KELEPÇESİ 8X13;RB Kelepçe; 8X13;Hortum Ek Parçaları;5,47;ayarlı hortum kelepçesi;8–13 mm dış çaplı ince hortumları bağlantı üzerine sabitlemek için kullanılır.;damla sulama mikro hortumları, akvaryum ve mini tesisatlar;8x13 ölçüsünde, 8–13 mm çap aralığındaki ince hortumlarda kullanılan, küçük boy ayarlı hortum kelepçesidir.
S1512;"AYARLI HORTUM LANSI 1""";Sayım;"1""";Hortum Ek Parçaları;188,18;ayarlı hortum lansı;"1"" hortuma bağlanarak ayarlı püskürtme ile sulama ve yıkama yapmak için kullanılır.";geniş bahçe sulama, tarımsal alan sulaması, araç ve zemin yıkama;"1"" hortum bağlantılı, su debisi ve püskürtme açısı ayarlanabilen, elde kullanılan metal/plastik hortum lansıdır."
S1510;"AYARLI HORTUM LANSI 1/2""";Sayım;"1/2""";Hortum Ek Parçaları;37,64;ayarlı hortum lansı;"1/2"" hortuma bağlanarak ayarlı püskürtme ile sulama ve yıkama yapmak için kullanılır.";çim ve çiçek sulaması, hobi bahçesi, hafif temizlik işleri;"1/2"" hortuma uyumlu, jetten duşa farklı püskürtme seçenekleri sunan ayarlı hortum lansıdır."
S1511;"AYARLI HORTUM LANSI 3/4""";Sayım;"3/4""";Hortum Ek Parçaları;59,88;ayarlı hortum lansı;"3/4"" hortuma bağlanarak ayarlı püskürtme ile sulama ve yıkama yapmak için kullanılır.";bahçe sulama, sera sulaması, araç ve teras yıkama;"3/4"" hortum bağlantılı, debi ve açı ayarı yapılabilen, çok kademeli püskürtme sağlayan ayarlı hortum lansıdır."
S1611;"AYARLI HORTUM TE 1/2""";Sayım;"1/2""";Hortum Ek Parçaları;61,59;ayarlı hortum T bağlantı;"1/2"" hortum hattını üç kola ayırmak veya yedek çıkış almak için kullanılır.";bahçe hortumu ile manuel sulama, hobi bahçesi, küçük sistemler;"1/2"" hortumlara uygun T bağlantı parçası; ana hortumu iki ayrı hatta bölerek aynı anda birden fazla noktaya su vermeye yarar."
S1613;"AYARLI HORTUM TE 3/4""";Sayım;"3/4""";Hortum Ek Parçaları;78,69;ayarlı hortum T bağlantı;"3/4"" hortum hattını üç kola ayırmak veya yedek çıkış almak için kullanılır.";bahçe sulama, sera ve tarla kenarı hortum hatları;"3/4"" hortumlara uygun T bağlantı; bir hortum hattından iki kola daha çıkış alarak çoklu sulama noktası oluşturmaya yarar."
S1612;"AYARLI HORTUM TE 3/4x1/2x3/4""";Sayım;"3/4""x1/2""";Hortum Ek Parçaları;78,69;ayarlı hortum T adaptör;"3/4"" hortum hattında ortada 1/2"" çıkış ile üçlü bağlantı yapmak için kullanılır.";bahçe hortumu ile sulama, hortuma bağlı aksesuar/cihaz beslemesi;"Yandan 3/4"" hortumla devam ederken ortadan 1/2"" diş/düz çıkış veren T adaptördür; ana hortumdan ince çaplı ayrı bir ekipmana (lans, fıskiye vb.) su almak için kullanılır."
S5004;AYARLI LANS SETİ;Sayım;Set;Hortum Ek Parçaları;205,28;ayarlı lans seti;Bahçe hortumu ucunda ayarlı sulama ve yıkama yapmak için komple set olarak kullanılır.;hobi ve peyzaj bahçeleri, villa bahçeleri, araç ve zemin yıkama;Ayarlı hortum lansı, bağlantı adaptörleri ve/veya ek parçaları içeren, hortuma kolayca takılıp çıkarılabilen çok amaçlı ayarlı hortum lans setidir.
DAM011;BASINÇ AYARLI DAMLATICI 2LT;Serdrip;2 Lt;Damlama;2,62;basınç ayarlı damlatıcı;Tekil bitkilerde, saksılarda, ağaç diplerinde noktasal sulama için kullanılır.;damla sulama, sera, meyve fidanlığı, çalı ve çiçek tarhları, saksı sulama;"Yaklaşık 2 l/saat sabit debi veren, hattaki basınç dalgalanmalarına rağmen eşit su çıkışı sağlayan basınç ayarlı damlatıcıdır; noktasal damla sulama için kullanılır."
DAM012;BASINÇ AYARLI DAMLATICI 4LT;Serdrip;4 Lt;Damlama;2,62;basınç ayarlı damlatıcı;Daha fazla su ihtiyacı olan ağaç, çalı ve saksılı bitkilerin noktasal sulamasında kullanılır.;damla sulama, sera, meyve bahçesi, peyzaj bitkileri;"Yaklaşık 4 l/saat debili basınç dengelemeli damlatıcıdır; özellikle ağaç ve büyük çalıların kök bölgesine düzenli su vermek için kullanılır."
DAM013;BASINÇ AYARLI DAMLATICI 8LT;Serdrip;8 Lt;Damlama;2,62;basınç ayarlı damlatıcı;Yüksek su ihtiyacı olan ağaç, çalı ve çalı gruplarının noktasal sulamasında kullanılır.;damla sulama, meyve bahçesi, peyzaj, sera sistemleri;"Yaklaşık 8 l/saat debili basınç ayarlı damlatıcıdır; tek noktadan fazla su verilmesi gereken büyük bitki ve ağaçlarda kullanılır."
BD12;"BASINÇ DÜŞÜRÜCÜ REKORSUZ 1/2""";Kalde;"1/2""";Tesisat;900,00;basınç düşürücü (rekorsuz);"1/2"" hatlarda damla veya mikro sulama öncesi şebeke basıncını düşürmek için kullanılır.";damla sulama, mikro sulama, bahçe sulama sistemleri;"1/2"" giriş-çıkışlı, bağlantı rekoru olmayan basınç düşürücüdür; yüksek şebeke basıncını damla/mikro sulamaya uygun seviyeye indirerek hat ve damlatıcıları korur."
BD34;"BASINÇ DÜŞÜRÜCÜ REKORSUZ 3/4""";Kalde;"3/4""";Tesisat;900,00;basınç düşürücü (rekorsuz);"3/4"" hatlarda damla veya mikro sulama öncesi şebeke basıncını düşürmek için kullanılır.";damla sulama, mikro sulama, çim ve bahçe sulama sistemleri;"3/4"" giriş-çıkışlı, rekorsuz basınç düşürücüdür; ana hattan gelen basıncı kontrol ederek damlatıcı ve mikro yağmurlayıcıların doğru debide çalışmasını sağlar."
DKV32;CONTALI KARIK SULAMA VANASI 32mm;Diğer;32mm;Damlama;30,00;contalı karık sulama vanası;32 mm PE boru üzerinden furrow/karık sulama hatlarını açıp kapatmak için kullanılır.;tarla sulama, karık (furrow) sulama sistemleri, sebze tarlaları;"32 mm PE boru hattına bağlanan, contalı gövdesi ile sızdırmazlık sağlayan karık sulama vanasıdır; her bir karığın su girişini elle kontrol etmeye yarar."
ÇÇ112;"ÇALPARALI ÇEKVALF 1 1/2""";Kalde;" 1 1/2""";Vanalar;1013,23;çalparalı çekvalf (dip klape);"1 1/2"" pompa emiş hatlarında geri akış ve su kaçışını önlemek için kullanılır.";damla, yağmurlama, tarla ve bahçe sulama pompaj sistemleri;"1 1/2"" dişli bağlantılı, alt kısmı çalpara/klapeli çekvalftir; pompa emiş hattında suyu geri kaçırmayarak sistemin havasız kalmasını sağlar."
ÇÇ114;"ÇALPARALI ÇEKVALF 1 1/4""";Kalde;" 1 1/4""";Vanalar;690,20;çalparalı çekvalf (dip klape);"1 1/4"" pompa emiş hatlarında geri akış ve su kaçışını önlemek için kullanılır.";damla, yağmurlama, bahçe ve tarla sulama pompaj sistemleri;"1 1/4"" dişli bağlantılı, filtreli çalparalı çekvalftir; pompa emiş hattında suyu tutarak ilk çalıştırmayı kolaylaştırır ve geri akışı engeller."
ÇÇ1;"ÇALPARALI ÇEKVALF 1""";Kalde;" 1""";Vanalar;469,50;çalparalı çekvalf (dip klape);"1"" pompa emiş hatlarında geri akışı önlemek için kullanılır.";küçük bahçe pompaları, damla ve yağmurlama sulama, su transferi;"1"" dişli bağlantıya sahip çalparalı dip çekvalftir; emiş hattının alt ucuna takılarak hattın dolu kalmasını ve pompanın hava yapmamasını sağlar."
ÇÇ12;"ÇALPARALI ÇEKVALF 1/2""";Kalde;" 1/2""";Vanalar;210,68;çalparalı çekvalf (dip klape);"1/2"" emiş hatlarında küçük pompalar için geri akışı önlemek için kullanılır.";mini sulama pompaları, hobi ve küçük su transfer uygulamaları;"1/2"" dişli bağlantılı küçük boy dip çekvalftir; düşük debili pompa sistemlerinde emiş hattının su tutmasını sağlar."
ÇÇ212;"ÇALPARALI ÇEKVALF 2 1/2""";Kalde;" 2 1/2""";Vanalar;1603,80;çalparalı çekvalf (dip klape);"2 1/2"" pompa emiş hatlarında geri akışı önlemek için kullanılır.";tarla sulama, büyük bahçe ve endüstriyel sulama pompaj sistemleri;"2 1/2"" dişli bağlantılı, geniş yüzeyli çalpara mekanizmasına sahip dip çekvalftir; yüksek debili pompalarda emiş hattının su dolu kalmasını sağlar."
ÇÇ2;"ÇALPARALI ÇEKVALF 2""";Kalde;" 2""";Vanalar;1926,16;çalparalı çekvalf (dip klape);"2"" pompa emiş hatlarında geri akışı önlemek için kullanılır.";damla, yağmurlama, tarla ve peyzaj sulama pompaj sistemleri;"2"" dişli bağlantılı dip çekvalftir; emiş borusunun alt ucuna takılarak suyun geri kaçmasını ve hattın hava yapmasını engeller."
ÇÇ3;"ÇALPARALI ÇEKVALF 3""";Kalde;" 3""";Vanalar;2227,50;çalparalı çekvalf (dip klape);"3"" pompa emiş hatlarında geri akışı önlemek için kullanılır.";tarla sulama, gölet ve kuyu pompaj sistemleri, endüstriyel sulama;"3"" dişli bağlantılı büyük boy çalparalı dip çekvalftir; yüksek debili pompalarda emiş hattını sürekli su dolu tutarak sistemin emniyetli çalışmasını sağlar."
ÇÇ34;"ÇALPARALI ÇEKVALF 3/4""";Kalde;" 3/4""";Vanalar;333,06;çalparalı çekvalf (dip klape);"3/4"" pompa emiş hatlarında geri akışı önlemek için kullanılır.";küçük bahçe pompaları, damla ve mikro sulama, su transferi;"3/4"" dişli bağlantıya sahip çalparalı dip çekvalftir; küçük debili sistemlerde emiş hattında suyu tutarak tekrar çalıştırmayı kolaylaştırır."
ÇÇ4;"ÇALPARALI ÇEKVALF 4""";Kalde;" 4""";Vanalar;4276,80;çalparalı çekvalf (dip klape);"4"" pompa emiş hatlarında geri akışı önlemek için kullanılır.";büyük tarla sulama, gölet ve kanal pompaj sistemleri, endüstriyel uygulamalar;"4"" dişli bağlantılı, geniş klape yüzeyli dip çekvalftir; çok yüksek debili pompalarda emiş hattının su dolu kalmasını ve geri akışın önlenmesini sağlar."
ÇKA20110;ÇELİK KAPLİN ANAHTARI 20-110;Arangül;20-110;Kaplin;600,00;kaplin anahtarı / montaj aparatı;20–110 mm arası PE kaplinlerin somunlarını sıkmak ve sökmek için kullanılır.;PE kaplin kullanılan tüm sulama ve temiz su tesisat sistemleri;"20–110 mm çap aralığındaki sıkma kaplinlerini kolay ve doğru torkla sıkmaya yarayan çelik kaplin anahtarıdır; montaj ve bakım işlemlerini hızlandırır."
CIMAYS;ÇİM AYIRICI ESNEK (SİYAH);Ekoplas;Siyah;Peyzaj;52,00;çim ayırıcı esnek bordür (siyah);Çim alanı ile çiçek tarhı, çakıl, parke veya yol arasında sınır oluşturmak için kullanılır.;peyzaj düzenleme, villa ve site bahçeleri, park ve yürüyüş yolları;"Siyah renkli, esnek yapıda çim ayırıcı bordürdür; çimlerin yayılmasını engelleyip farklı yüzeyler arasında dekoratif ve düzgün bir sınır oluşturur."
CIMAYY;ÇİM AYIRICI ESNEK (YEŞİL);Ekoplas;Yeşil;Peyzaj;52,00;çim ayırıcı esnek bordür (yeşil);Çim alanı ile çiçek tarhı, çakıl veya sert zemin arasına dekoratif sınır çekmek için kullanılır.;peyzaj düzenleme, villa ve site bahçeleri, park ve yürüyüş yolları;"Yeşil renkli esnek çim ayırıcı bordürdür; çim alanı ile diğer peyzaj elemanlarını ayırarak hem görüntü hem bakım açısından düzen sağlar."
03.05.19;ÇİM AYIRICI DİRSEĞİ 03.05.19;Ekoplas;Dirsek;Peyzaj;6,00;çim ayırıcı dirsek parçası;Çim ayırıcı bordürlerin köşe dönüşlerinde temiz ve sabit açı oluşturmak için kullanılır.;peyzaj düzenleme, bahçe bordür sistemleri, yürüyüş yolları;"Çim ayırıcı profilleri 90° veya belirli açılarla döndürmek için kullanılan dirsek bağlantı parçasıdır; köşelerde bordürün formunu bozmadan dönüş sağlar."
CIMAY3;ÇİM AYIRICI DÜZ 2,5 MT (SİYAH);Ekoplas;Siyah;Peyzaj;60,00;çim ayırıcı düz profil (siyah);2,5 m uzunluğunda, çim ile çiçek tarhı veya farklı zeminler arasında sınır oluşturmak için kullanılır.;peyzaj düzenleme, villa bahçeleri, park ve site içi alanlar;"Siyah renkli, 2,5 m boyunda düz çim ayırıcı bordürdür; zemine kazıklarla sabitlenerek çim alanların yayılmasını ve toprak/çakıl karışmasını önler."
CIMAY4;ÇİM AYIRICI DÜZ 2,5 MT (YEŞİL);Ekoplas;Yeşil;Peyzaj;60,00;çim ayırıcı düz profil (yeşil);2,5 m uzunluğunda, çim alan çevresinde dekoratif sınır oluşturmak için kullanılır.;peyzaj düzenleme, villa ve site bahçeleri, park alanları;"Yeşil renkli, 2,5 m boyunda düz çim ayırıcı bordürdür; çim kenarlarını düzenli gösterir ve farklı peyzaj yüzeylerini net şekilde ayırır."
CIMKAZIK;ÇİM AYIRICI KAZIK;Ekoplas;Kazık;Peyzaj;7,00;çim ayırıcı sabitleme kazığı;Çim ayırıcı bordürlerin zemine sabitlenmesi için kullanılır.;peyzaj düzenleme, çim ayırıcı bordür sistemleri;"Çim ayırıcı profillerin belirli aralıklarla yere tutturulmasını sağlayan plastik/metal kazıktır; bordürün şeklini ve hizasını korur."
CIMAYLED;ÇİM AYIRICI LED TAKILABİLİR;Ekoplas;Led;Peyzaj;150,00;çim ayırıcı LED uyumlu profil/aksesuar;Çim kenarlarında dekoratif LED aydınlatma ile sınır hattı oluşturmak için kullanılır.;peyzaj aydınlatma, yürüyüş yolları, villa ve site bahçeleri;"Çim ayırıcı sistemlere LED şerit veya modüllerin entegre edilmesine imkân veren profildir; gece görünürlüğü ve dekoratif ışık efekti sağlar."
03.05.20;ÇİM AYIRICI MANŞONU;Ekoplas;manşon;Peyzaj;6,00;çim ayırıcı manşon;Çim ayırıcı bordürlerin uç uca eklenerek uzatılmasında kullanılır.;peyzaj düzenleme, çim bordür sistemleri;"İki çim ayırıcı profilin uçlarını birleştirerek hattı uzatan manşon bağlantı parçasıdır; uzun süreli ve düzgün bir bordür hattı oluşturmayı sağlar."
DBAC16;DAMLAMA BORU ASMA ÇENGELİ 16 MM;Serdrip;16mm;Damlama;1,09;damlama boru asma aparatı;16 mm damla borusunu tel, çit, profil veya kenarlara asmak için kullanılır.;damla sulama, sera, meyve bahçesi, çalı ve çiçek tarhları;"16 mm damlama borusunu askıya almak için kullanılan plastik asma çengeldir; boruyu yerden kaldırarak düzenli ve hasarsız çalışmayı sağlar."
DBAC20;DAMLAMA BORU ASMA ÇENGELİ 20 MM;Serdrip;20mm;Damlama;1,14;damlama boru asma aparatı;20 mm damla borusunu tel, çit, profil veya kenarlara asmak için kullanılır.;damla sulama, sera, meyve bahçesi, çalı ve çiçek tarhları;"20 mm damlama veya dağıtım borusunu askıya almak için kullanılan asma çengeldir; hatların sarkmasını ve kırılmasını önler."
DEL05;DAMLAMA BORU DELME APARATI 3mm;Serdrip;3mm;Damlama;51,84;damla boru delme aparatı;Damlama borusu üzerinde damlatıcı takmak için 3 mm delik açmada kullanılır.;damla sulama hattı;"3 mm çaplı delik açan el tipi delgidir; damlama hattına damlatıcı, emitör takmak için düzgün ve sızdırmaz delik açılmasını sağlar."
DB16D02;DAMLAMA BORUSU 16mm DÜZ;Diğer;16 Düz;Damlama;4,09;damlama dağıtım borusu;Damlatıcı veya mikro sprinkler besleme hatlarında 16 mm düz boru olarak kullanılır.;damla sulama, mikro yağmurlama, sera ve bahçe sulama;"Üzerinde damlatıcı olmayan, 16 mm çapında düz damlama borusudur; yan hat veya dağıtım borusu olarak kullanılır, üzerine delik açılarak çıkış bağlanır."
DB162002;DAMLAMA BORUSU 16x20cm;Diğer;16x20;Damlama;4,36;entegre damla borusu;16 mm boru üzerinde 20 cm aralıklarla damlatıcı bulunan damla hattı olarak kullanılır.;sebze bahçeleri, çiçek tarhları, meyve fidanlığı, sera;"16x20 cm aralıklı entegre damla borusudur; her 20 cm’de sabit debili damlatıcı ile şerit boyunca homojen sulama sağlar."
DB162502;DAMLAMA BORUSU 16x25cm;Diğer;16x25;Damlama;4,36;entegre damla borusu;16 mm boru üzerinde 25 cm aralıklarla damlatıcı bulunan damla hattı olarak kullanılır.;sebze bahçeleri, çalı ve çiçek tarhları, meyve sıraları;"16x25 cm damlatıcı aralığına sahip entegre damla borusudur; orta yoğunlukta dikim aralıkları için kullanılır."
DB163302;DAMLAMA BORUSU 16x33cm;Diğer;16x33;Damlama;4,36;entegre damla borusu;16 mm boru üzerinde 33 cm aralıklarla damlatıcı bulunan damla hattı olarak kullanılır.;sebze ve tarla bitkileri, meyve sıraları, sırta ekili ürünler;"16x33 cm aralıklı entegre damla borusudur; özellikle sebze ve sıra ekimlerinde ekonomik ve dengeli sulama sağlar."
DB164002;DAMLAMA BORUSU 16x40cm;Diğer;16x40;Damlama;4,36;entegre damla borusu;16 mm boru üzerinde 40 cm aralıklarla damlatıcı bulunan damla hattı olarak kullanılır.;tarla bitkileri, bağ ve meyve bahçeleri, peyzaj bitkileri;"16x40 cm damlatıcı aralıklı damlama borusudur; daha geniş bitki aralıklarında ve tarla sulamasında kullanılır."
DB165002;DAMLAMA BORUSU 16x50cm;Diğer;16x50;Damlama;4,36;entegre damla borusu;16 mm boru üzerinde 50 cm aralıklarla damlatıcı bulunan damla hattı olarak kullanılır.;tarla sulama, mısır, ayçiçek, bağ ve meyve bahçeleri;"16x50 cm aralıklı entegre damla borusudur; geniş sıra aralıklı tarla ürünlerinde düşük hat maliyeti ile sulama sağlar."
DB20D02;DAMLAMA BORUSU 20mm DÜZ;Diğer;20 Düz;Damlama;8,73;damlama dağıtım borusu;20 mm çapında düz damlama/dağıtım borusu olarak kullanılır.;damla sulama ana–yan hatları, mikro yağmurlama, sera;"Üzerinde damlatıcı olmayan 20 mm düz borudur; ana dağıtım hattı veya damla çıkışlarının bağlandığı taşıyıcı hat olarak kullanılır."
DCK16;DAMLAMA CIRT KELEPÇE 16mm;Serdrip;16mm;Damlama;1,91;cırt kelepçe (damla);16 mm damla borusunu tel, profil veya boruya sabitlemek için kullanılır.;damla sulama, sera ve bahçe hatları;"16 mm damla borusunu düzenli aralıklarla sabitlemek için kullanılan cırt kelepçedir; hattın kaymasını ve şekil bozulmasını önler."
DCK20;DAMLAMA CIRT KELEPÇE 20mm;Serdrip;20mm;Damlama;1,91;cırt kelepçe (damla);20 mm damla/dağıtım borusunu taşıyıcı yüzeye sabitlemek için kullanılır.;damla sulama ana–yan hatları, sera ve bahçe sulama;"20 mm boruları tel, çit veya profil üzerine bağlayan cırt kelepçedir; montajı pratikleştirir ve hattı düzenli tutar."
DCV16;DAMLAMA KURTAĞZI ÇIKIŞ MİNİ VANA 16x16;Serdrip;16x16;Damlama;7,00;kurtağzı çıkış mini vana;PE ana borudan 16 mm damla hattına vanalı çıkış almak için kullanılır.;damla sulama ana hatları, sera ve bahçe sistemleri;"Kurtağzı bağlantı ile ana PE boruya takılan, üzerinde 16 mm mini vanası bulunan çıkış parçasıdır; her damla hattını ayrı ayrı açıp kapatmaya imkân verir."
DCV20;DAMLAMA KURTAĞZI ÇIKIŞ MİNİ VANA 20x20;Serdrip;20x20;Damlama;7,25;kurtağzı çıkış mini vana;PE ana borudan 20 mm damla/dağıtım hattına vanalı çıkış almak için kullanılır.;damla sulama, mikro yağmurlama, tarla ve bahçe sulama;"Kurtağzı bağlantılı, 20 mm çıkışlı mini vanadır; ana hattan 20 mm kola geçiş yaparken hat debisini ayrı ayrı kontrol etmeye yarar."
DCN16;DAMLAMA KURTAĞZI ÇIKIŞ NİPELİ 16x16;Serdrip;16x16;Damlama;0,78;kurtağzı çıkış nipeli;PE ana borudan 16 mm damla hattına düz çıkış almak için kullanılır.;damla sulama ana hatları, sera ve bahçe sistemleri;"Kurtağzı gövde üzerine 16 mm nipel çıkışı veren parçadır; ana PE boru üzerine delme sonrası takılır ve damla borusu bu napele geçirilir."
DCN20;DAMLAMA KURTAĞZI ÇIKIŞ NİPELİ 20x20;Serdrip;20x20;Damlama;0,86;kurtağzı çıkış nipeli;PE ana borudan 20 mm damla/dağıtım hattına düz çıkış almak için kullanılır.;damla sulama, mikro yağmurlama, tarla sulama;"Kurtağzı bağlantılı 20 mm nipel çıkış parçasıdır; ana PE hattı üzerinde 20 mm yan hat başlatmak için kullanılır."
DDS16;DAMLAMA KURTAĞZI DİRSEK 16x16;Serdrip;16x16;Damlama;1,64;kurtağzı dirsek;16 mm damla borusunda 90° dönüş yapmak için kullanılır.;damla sulama, sera, meyve bahçesi, çalı ve çiçek tarhları;"16x16 ölçüsünde, 16 mm damla hattına kurtağzı bağlantı ile girip çıkan 90° dirsektir; hat köşe dönüşlerinde borunun kırılmasını önler."
